featureType,xCoordinate,yCoordinate
1, 7351.4, 4594.2
1, 8644.0, 1351.8
1, 4308.4, 1223.5
1, 4833.3, 3445.4
1, 5206.2, 1861.0
1, 5709.3, 9299.2
1,   43.4,  335.8
1, 6523.1, 2446.6
1, 7926.4, 3448.2
1, 1879.7, 1865.2
1, 4611.1, 3015.6
1, 5644.2,  544.9
1, 6367.1, 8282.2
1, 8413.8, 7832.3
1, 1204.6, 8191.4
1, 8061.9, 1342.6
1, 4003.4, 9973.9
1, 8318.2, 3301.6
1, 1036.2, 4076.0
1, 1070.1, 3179.1
1, 8221.8, 6984.6
1, 9407.5, 4077.0
1, 3886.6, 9679.2
1, 1157.1, 8047.0
1, 9626.6, 9839.2
1, 2279.7, 3062.6
1, 3878.4, 9680.5
1, 8248.2, 2464.7
1,  275.7,  662.1
1, 6723.3, 4409.3
1, 8649.5, 1356.9
1, 6849.7, 2337.7
1, 7360.3, 2298.5
1, 6734.2, 5373.9
1, 8425.8, 3972.9
1, 2654.0, 6055.2
1, 7403.5, 4257.1
1, 9792.8, 1360.0
1, 4273.7, 6876.5
1, 1424.5, 7758.9
1, 1773.6, 8942.0
1, 9739.3, 2654.3
1, 1199.5,  764.2
1,  973.3, 1839.3
1, 5710.4, 9291.8
1, 5736.0, 2159.0
1, 1397.4, 1997.2
1, 4975.1,  739.1
1, 2739.2, 8868.7
1, 4036.6, 3080.5
1, 3039.4, 3917.6
1, 6488.4, 5960.7
1, 7369.0, 2292.0
1, 3041.5, 4323.3
1, 9974.2, 6310.1
1,  443.7, 1581.1
1, 8187.2, 1122.6
1, 5788.9, 3358.2
1, 8297.0, 8403.2
1,  224.5, 6917.8
1,  811.2, 1721.9
1,  982.6, 9877.9
1, 3182.2, 1889.1
1, 1401.1, 1994.3
1, 3087.0, 7578.4
1, 6847.9, 2336.5
1, 1872.0, 1865.2
1, 6818.1,  623.5
1, 6948.6, 5193.1
1, 1525.0,  344.5
1, 1282.7, 3048.3
1, 4209.8, 7661.8
1, 9722.7, 7046.9
1, 5196.3, 5977.1
1, 2666.3, 8037.1
1, 8716.8, 4933.1
1, 9269.6, 2992.6
1, 4474.9, 6105.0
1, 3263.6, 2238.4
1, 2403.7, 3882.1
1, 7287.5,  133.4
1, 1894.0, 1922.0
1, 9479.8, 8765.8
1,  975.2, 6526.6
1, 8319.0, 3304.4
1, 2445.5, 7694.1
1, 5309.7, 5607.8
1, 2436.1, 8681.3
1, 8082.3, 5169.3
1, 6901.1, 8334.9
1, 9700.0, 6746.6
1, 8885.8, 2842.7
1,  205.0, 9953.9
1, 5778.5, 4905.2
1, 7979.9,  316.5
1, 6855.9, 2338.6
1, 5018.0, 8968.0
1, 3428.1, 9838.1
1, 2038.1, 5222.3
1, 4226.9,  488.8
1, 3069.8, 8099.7
1, 9554.1, 3846.6
1, 2050.0, 1785.7
1, 8418.0, 7837.0
1, 8723.3, 5297.1
1, 9547.4, 3128.6
1, 1634.6, 7378.5
1, 9796.8, 1351.5
1, 2277.3, 8464.2
1,  191.8,  804.1
1, 6915.8, 9193.7
1, 7084.7, 1729.4
1, 2309.5, 2329.1
1, 3102.3, 2091.7
1, 4876.1, 7672.4
1,  673.8, 5898.7
1, 5225.4, 7897.4
1,  154.0, 6619.3
1, 2719.3, 9396.0
1, 6570.1, 6025.8
1, 4749.6, 3905.4
1,   39.8,  332.6
1, 4868.6, 6167.8
1, 2306.1, 2320.7
1, 1652.6, 3900.9
1,  453.0, 9209.8
1, 2900.7, 4858.7
1, 1641.2, 4264.9
1, 7007.0,  241.1
1, 7265.6, 5631.6
1, 3336.9, 8034.3
1, 3164.2, 6544.0
1, 4776.8, 1560.7
1, 5984.4, 1172.7
1,  229.9, 7648.0
1, 6627.8, 5158.0
1, 2819.9,  963.7
1, 3468.5, 7330.0
1, 9819.4, 8992.5
1, 6940.9,  682.6
1, 6142.6, 5101.6
1, 9478.8, 7144.8
1, 6909.8, 9189.3
1, 1035.1, 4071.3
1, 8348.0, 6055.5
1, 2996.4, 8745.0
1, 4831.5, 3447.3
1, 3755.2, 3041.3
1, 3165.8, 6549.7
1, 4048.3, 7124.6
1, 8012.6, 7778.4
1, 9163.9, 1450.7
1, 8026.8, 3048.9
1, 7653.7, 9360.0
1, 5897.4,   21.5
1, 1392.6,  677.4
1, 1120.8, 2172.8
1, 8113.1, 6371.3
1, 3620.9, 6492.9
1,  474.9, 1638.8
1, 6283.7, 6235.7
1,  332.3, 4777.0
1, 7205.8, 4077.3
1, 9227.5, 5486.8
1, 8611.8, 7447.5
1, 7580.2, 8897.2
1, 5124.0, 9508.5
1, 5199.2, 5971.7
1, 2104.5, 9897.4
1, 2747.2, 8860.6
1, 4601.7, 8023.0
1, 3122.4, 4313.1
1,  285.5, 8077.3
1, 2301.4, 2328.6
1, 7629.8, 2949.3
1, 8803.5, 4985.9
1, 8793.0, 7272.4
1, 2855.7, 8213.4
1, 3463.9, 7337.8
1, 1077.9, 3173.5
1, 9167.6, 4741.5
1, 2559.7, 9730.3
1, 6165.8,  562.6
1, 3465.8, 4446.6
1, 4011.0, 6174.5
1, 7228.7,  499.7
1, 8611.7, 8180.6
1, 3380.9, 6020.1
1, 1850.0, 6365.9
1, 6968.9, 8795.7
1, 3297.8, 7240.3
1, 8325.0, 7946.9
1,  349.7, 2714.6
1,  101.3, 7316.0
1, 1265.0, 4229.5
1, 6565.4, 6032.4
1, 5074.4, 6971.8
1, 6239.3, 6345.1
1, 2906.8, 7025.2
1, 5649.0, 1518.5
1, 4601.9, 7025.0
1, 2640.1,  378.3
1, 4762.0, 4629.9
1, 5146.6, 1753.5
1, 8399.3, 2497.5
1, 5563.3, 2207.9
1, 6535.7, 5615.4
1, 9006.2, 4988.7
1, 1167.6, 6748.6
1, 7193.0, 8905.6
1, 6280.9, 5278.5
1,  927.2, 4317.8
1, 8097.5, 6476.2
1, 9685.2, 3970.3
1, 4157.6, 9926.5
1, 3309.7, 7233.9
1, 3871.8, 2436.7
1, 2161.2,  242.0
1, 1621.6, 1952.7
1, 6364.9, 2350.8
1,  194.7, 4293.9
1, 8899.8, 5741.4
1, 3760.8, 3986.4
1, 5015.0, 8968.5
1, 5016.2, 3118.3
1,   66.2, 6537.7
1, 1099.8, 9036.9
1, 1033.5, 4078.3
1, 1364.6, 2182.2
1, 6557.5, 8574.9
1, 9659.6, 6739.5
1, 1523.0,  346.7
1, 8189.8, 4347.1
1,  842.1, 9414.9
1, 7140.4, 5586.9
1, 5074.2, 6969.1
1, 8904.5,   10.9
1, 3568.4, 9513.8
1,  999.9,  558.8
1, 8955.4, 6763.2
1, 7233.5, 4727.9
1, 1078.7, 3615.6
1, 3098.6,  460.5
1, 3965.2, 3920.7
1, 7706.1, 4487.5
1, 8268.8, 9309.0
1,  172.7, 5626.2
1, 8559.7, 4329.4
1, 4346.0,  856.1
1, 1399.3,  676.4
1, 2878.0, 4333.0
1,  856.2, 7946.3
1,  486.3, 8912.8
1, 6980.8, 3251.6
1, 6487.5, 5966.6
1, 8013.1, 7776.7
1, 5378.5,  551.2
1, 5031.2, 6775.2
1, 1630.1, 1392.5
1, 8730.7, 4445.0
1, 7975.5,  313.3
1, 7263.2, 5627.9
1, 6950.4,  684.8
1,  251.2, 1881.9
1, 5660.2, 1609.4
1, 5982.6, 1176.0
1, 4879.2, 7681.1
1, 3475.5, 9895.2
1, 7611.1,  101.5
1,  144.2, 4348.5
1, 1956.3, 9019.9
1, 8268.8, 9315.9
1, 5163.7, 9370.6
1, 6911.6, 9199.4
1, 8393.1, 6249.1
1, 6032.4, 4128.9
1, 7872.5, 7037.5
1, 1825.5, 1820.9
1, 1987.9, 1659.3
1, 1950.4, 6178.3
1, 7900.0, 4768.7
1, 9806.2,  882.5
1, 2102.9, 9893.5
1, 4273.2, 6872.0
1, 3949.8, 4110.0
1, 8300.0, 8399.8
1, 6424.8, 8033.0
1, 6907.7, 8334.5
1, 4398.5, 2330.0
1, 4096.8, 2176.3
1, 5849.2, 3418.2
1,   46.4,  332.5
1, 5732.4, 2155.8
1, 8377.8, 9305.3
1, 1307.1, 4169.8
1, 8805.6, 4991.5
1,  916.6, 2357.1
1, 7656.8, 9360.4
1, 7653.0, 9358.1
1, 1302.3, 8392.5
1, 8572.1, 3976.5
1, 1621.9, 1950.4
1, 3995.9, 9911.2
1, 9832.5, 1304.1
1, 4465.0, 8918.2
1,  409.3, 4591.8
1, 2449.5, 7698.4
1, 6961.5, 9184.2
1, 5644.5, 1517.7
1, 1826.8, 1810.7
1, 2804.2, 3899.9
1,  612.1, 7560.8
1, 2108.4, 9899.8
1, 2662.1, 8031.8
1, 6853.2, 2332.9
1, 6308.0, 4927.9
1, 8949.0,  222.2
1, 3110.3,  463.8
1, 8641.1, 1351.3
1, 1636.0, 7376.4
1, 6505.9, 7801.9
1, 3226.6, 7954.0
1,  102.4, 4940.1
1, 4596.9, 2684.4
1, 1782.5, 6873.8
1, 7226.2,  505.3
1, 2063.7, 1301.0
1, 6476.6, 4321.0
1, 5944.6, 4347.0
1, 2275.3, 7917.2
1, 9251.4, 2078.9
1, 6896.9, 5644.5
1,  441.3, 6619.5
1,  465.7, 9907.1
1, 4121.4, 4449.9
1, 8327.3, 7948.3
1, 3001.0, 4940.6
1, 8294.2, 8399.6
1, 3027.3, 7109.5
1, 8008.3, 3316.4
1,  339.2, 4777.6
1, 2468.4,  109.2
1, 3852.8, 7664.8
1, 1048.6, 2504.5
1, 9734.0,  990.8
1, 4514.3, 9167.6
1, 3045.9, 3920.7
1, 7752.1, 6681.2
1, 2851.9, 9415.4
1, 7745.9, 2181.9
1, 2271.5, 8468.6
1, 4515.8, 9164.2
1, 3996.7, 8268.1
1, 7457.3, 6429.0
1, 8093.9, 6472.4
1,  821.8, 2419.2
1,  913.7, 2353.9
1, 2425.3, 7159.5
1, 6306.0, 4922.3
1, 1403.2, 3319.5
1, 8897.7, 5749.5
1, 8226.6, 6989.7
1,  923.8, 1957.1
1, 8246.6, 2469.7
1, 4425.4,  745.2
1,  265.7, 7717.1
1, 6761.0, 5134.5
1,  845.9, 9415.0
1, 2437.7, 8684.2
1, 5075.0, 9566.5
1, 1781.1, 8942.2
1, 9148.1, 6862.8
1,   33.0, 7015.3
1, 4745.0, 9663.0
1, 3083.8, 7575.6
1, 7971.0, 3380.4
1, 4346.2,  852.4
1, 3615.0, 6498.4
1,10006.3, 2947.3
1, 6971.7, 4154.1
1,  613.0, 7553.8
1, 1757.3, 2712.3
1, 5011.2, 4479.3
1, 4970.6, 8197.0
1,  272.1,  663.5
1, 1825.8, 1815.7
1, 2756.0, 4094.0
1, 9151.2, 2097.5
1, 4392.8, 2334.4
1, 2952.0, 7361.7
1, 6894.1, 5642.5
1, 8648.0, 6769.7
1, 5229.2, 7533.9
1, 2043.1, 5319.0
1, 3618.2, 6488.6
1, 7612.0,  102.9
1,  258.7, 1878.6
1, 1741.9, 2035.4
1,  916.0, 2350.5
1, 3006.5, 4944.9
1, 3161.8, 6541.0
1, 3303.8, 7237.3
1, 3082.2, 6921.4
1, 1946.4, 1864.2
1, 4606.9, 3012.4
1, 8874.0, 2652.6
1, 6573.5, 4963.8
1, 6287.1, 6231.7
1, 1650.5, 3431.8
1, 7131.8, 3670.8
1, 4139.4, 6350.5
1, 1827.2, 4301.5
1, 1043.0, 5668.7
1, 5376.0, 6800.7
1, 8692.4, 7870.6
1, 1207.6, 6612.3
1, 3345.3, 5901.2
1, 6018.8, 8693.2
1, 5025.3, 9353.4
1, 6050.4, 3958.7
1, 3330.4, 8034.3
1, 4483.8, 3332.8
1,  625.1, 1615.7
1,  462.1, 9908.3
1, 8499.8, 2432.0
1, 1309.6, 8392.8
1, 5782.4, 3354.2
1, 4276.0, 8903.7
1, 4671.7, 8924.3
1, 9988.4, 1419.2
1, 4344.3, 3765.5
1, 3464.9, 7339.9
1, 8623.5, 2109.4
1, 1069.5, 8329.3
1, 8889.0, 5103.9
1, 9728.7, 6618.2
1, 2995.3, 5629.8
1, 5204.6, 1861.0
1, 9184.1, 5904.6
1, 9924.6, 9530.5
1, 8614.2, 7445.1
1, 9248.2, 5593.6
1, 7983.6, 6924.9
1, 1758.2, 2713.0
1, 4341.6, 3767.3
1, 2669.4, 8033.1
1, 3501.4,  742.9
1, 6730.7, 5376.7
1, 3604.1, 3684.9
1, 5685.1, 4368.2
1, 3460.6, 7330.7
1, 7953.5,  487.5
1, 2905.7, 6325.2
1, 1116.9, 2176.6
1, 1038.2, 5667.6
1, 5058.3, 5208.4
1, 3949.4, 6078.3
1, 3443.9, 4912.1
1, 3612.7, 6493.1
1, 3645.4, 8447.3
1, 3443.7, 4917.0
1, 5379.2, 6804.1
1, 5647.1,  547.7
1, 8250.4, 9765.9
1, 6719.6, 7357.6
1, 4608.8, 7022.7
1, 8374.6, 9303.9
1, 5225.4, 7894.7
1, 4951.8, 7951.6
1, 4604.9, 8028.4
1, 8803.5, 4987.1
1, 3957.2, 6072.9
1,  490.3, 7665.9
1, 3657.8, 9732.8
1, 6062.0, 2799.0
1, 6894.3, 5646.1
1, 5166.2, 6081.1
1,  343.5, 2709.2
1, 4951.6,  683.2
1, 7584.8, 8900.2
1, 4307.3, 1231.0
1, 2851.7, 9409.5
1, 5943.6, 2436.8
1, 6873.3, 8251.8
1, 9113.3, 3662.7
1, 3447.5, 4914.9
1,  488.7, 7667.2
1, 4606.1, 8024.8
1, 2733.3, 2999.4
1, 1900.4, 8583.7
1, 1571.9, 7652.5
1,  527.0, 5252.7
1, 4004.8, 9975.5
1, 4238.7, 1676.7
1, 5475.1, 6691.2
1, 1001.1, 6102.4
1, 7017.9, 7053.1
1, 8077.2, 7987.8
1, 4052.2, 3469.2
1, 3661.1,  956.2
1, 9953.4, 4041.7
1, 8822.1,  724.0
1, 7880.2, 7034.2
1, 1554.1,  310.8
1, 3260.8, 5749.7
1, 5057.4, 5203.9
1, 3606.0, 2489.1
1, 3431.8, 5112.7
1, 2577.2, 3541.1
1,  449.3, 9200.9
1, 8717.1, 4936.3
1, 3126.9, 4319.2
1, 5925.0, 1672.2
1, 9814.4,  492.4
1, 4897.5, 9695.0
1,  521.1, 6356.2
1, 7746.5, 8731.9
1, 5385.6,  551.7
1, 2060.3, 3666.7
1, 6886.9, 9724.8
1, 4068.1, 9110.3
1, 3466.6, 9464.7
1, 1955.6, 9012.8
1, 3081.2,   45.4
1, 3654.1, 9730.9
1,  407.4, 3870.4
1, 1631.4, 4262.0
1, 2770.9, 7095.5
1, 9544.9, 3129.9
1, 1263.4,  616.5
1, 4477.1, 6102.1
1, 4670.0, 8924.2
1, 7628.3, 2939.1
1, 9459.9, 7745.6
1,  439.7, 6609.1
1, 9912.2, 4631.3
1, 5734.2, 2154.3
1, 9579.8, 5921.6
1, 8649.4, 6762.6
1, 3188.3, 1881.0
1, 7956.8,  479.8
1, 3500.6,  740.5
1,  823.2, 2413.7
1,  405.0, 3872.6
1, 8719.9, 4562.7
1, 8799.1,  881.1
1, 5482.9, 5048.5
1, 9661.6, 6751.1
1,  481.0, 1633.5
1, 2063.9, 3667.6
1, 4515.7, 2173.4
1, 4011.1, 9976.3
1, 5484.4, 5042.2
1, 1776.1, 8949.9
1, 9893.1, 7814.1
1, 9923.3, 5794.8
1, 1031.3, 1863.8
1, 1634.6, 7369.4
1, 5489.6, 5044.6
1, 1991.5, 1653.5
1, 1918.9, 2830.2
1, 4635.2, 4863.9
1, 2896.5, 4850.7
1, 2910.5, 7027.7
1, 8323.9,   76.8
1, 6916.4, 9198.9
1,  852.3, 7947.2
1, 5784.7, 3358.9
1, 4058.5, 3462.2
1, 8827.1,  729.1
1, 1542.9, 3891.9
1,   22.7, 2198.0
1, 6076.5, 4097.7
1, 5651.8, 1618.0
1, 8622.8, 2100.1
1, 5699.0, 9296.6
1, 5275.2,  286.9
1,  173.8, 5626.7
1, 1551.1, 5051.4
1, 9019.0, 5857.2
1, 9975.6,  803.4
1, 5652.7, 1617.9
1, 4217.0, 7659.6
1, 2294.7, 9479.3
1,  312.3, 6763.7
1, 6629.9, 5151.3
1,  264.1, 7711.7
1, 2258.0,  599.4
1, 2873.0, 4337.0
1, 9897.9, 7815.6
1, 2467.4,  103.6
1, 3606.4, 2487.5
1, 3357.1, 3349.7
1, 4336.6,  959.2
1, 8510.7, 7114.7
1, 8701.4,  598.6
1, 5274.3,  278.3
1, 4223.4,  481.0
1, 3522.0, 6537.3
1, 3377.3, 9819.7
1,   26.6, 2199.3
1, 8299.3, 8408.4
1, 3297.2, 8721.8
1, 1002.0, 3582.2
1, 1058.1,  993.0
1, 6565.2, 6025.3
1, 9851.4, 2017.9
1, 3857.4, 7667.8
1,  234.2, 7274.7
1, 8149.5, 9153.9
1, 6881.0, 9728.9
1, 3668.9,  955.6
1,  760.7, 9955.3
1,   34.4, 7017.6
1, 7919.5, 7961.4
1, 2047.7, 5311.5
1,  876.0, 9455.7
1,  480.6, 1641.2
1, 2456.3,  504.0
1, 9306.4, 2199.7
1, 1873.4, 6595.6
1, 7630.6, 2946.0
1, 3242.5, 7550.2
1, 6620.4, 5156.7
1, 6916.3, 6798.0
1, 8956.7, 6766.1
1, 7741.1, 8733.2
1, 5383.8,  558.8
1, 8857.8, 5742.8
1, 8728.7, 4558.7
1, 5219.7, 7532.4
1,  204.8, 9953.0
1, 3085.2,   42.0
1, 5680.9, 4361.2
1, 1150.0,  895.5
1,  853.1, 7944.6
1,  282.3, 8078.3
1, 1511.0, 3974.2
1, 6913.9, 6795.4
1, 4633.3, 4867.6
1, 9977.0,  806.2
1, 1362.2, 2180.7
1, 3525.4, 6538.2
1, 8173.1, 7242.8
1, 3359.2, 5722.3
1, 5703.1, 9140.5
1, 5090.1, 8003.2
1, 3887.3, 9690.3
1, 3721.8, 8759.2
1, 1638.0, 7380.6
1, 3268.7, 3258.6
1, 1199.4, 8193.9
1, 6818.5, 2223.5
1,  440.8, 5095.5
1, 6047.2, 3952.4
1, 7126.4, 3669.8
1, 6875.0, 8255.4
1, 3478.7, 9895.2
1, 8323.8,   74.7
1, 5470.5, 6692.3
1, 7354.8, 5811.1
1, 2900.9, 6322.7
1, 2603.0, 8065.8
1, 1250.4, 3462.8
1, 2666.0, 8036.4
1, 4641.2, 4861.2
1, 3877.6, 9864.5
1, 3085.8, 2779.6
1,  105.1, 7319.5
1, 9934.0, 9613.3
1, 3458.9, 4446.9
1, 5050.6, 5200.1
1,  249.0, 1887.9
1, 7871.6, 7035.5
1, 8647.1, 6769.6
1, 4771.2, 1556.3
1, 3721.5, 5580.8
1, 3011.4, 4947.4
1, 9729.6, 2649.9
1, 2802.2,  542.6
1, 5774.8, 4905.1
1, 6238.5, 9267.1
1, 9470.2, 8761.4
1, 1776.3, 8944.0
1, 6891.7, 5643.5
1, 7345.5, 3684.2
1,  816.2, 1728.4
1, 2287.3, 3062.6
1, 8709.0,  590.7
1, 4603.3, 7830.7
1, 2736.3, 2992.7
1, 5929.1, 1677.1
1, 2582.4, 2668.5
1, 1041.0, 2506.6
1, 4256.4,  686.8
1, 5738.2, 2155.9
1, 6649.4, 9672.6
1, 8891.3, 5749.4
1, 2971.1, 7590.2
1, 8071.1, 7988.8
1, 1285.2, 3043.4
1, 1620.0, 4082.0
1,  427.0, 1762.5
1,  943.8, 6996.7
1, 5224.5, 7898.0
1,   20.4, 2199.3
1, 4375.0, 8551.4
1,   43.2,  330.3
1, 2739.7, 8869.7
1, 3280.8, 1590.6
1, 9501.3, 9326.6
1, 8342.0, 9083.2
1, 8562.3, 4030.0
1, 3160.0, 6480.1
1, 3945.5, 2572.5
1, 3460.8, 9465.8
1, 4126.0, 4448.9
1, 4064.6, 9120.2
1, 2141.8, 7196.2
1, 1008.5, 6107.3
1, 3182.3, 4877.2
1, 4973.4,  734.4
1, 6909.4, 9193.4
1, 6017.7, 8699.6
1, 4309.8, 8689.4
1, 1100.0, 9030.4
1,  150.0, 6615.6
1, 3889.0, 9681.8
1, 3105.3, 2097.0
1,  249.8, 1883.7
1, 5562.4, 2949.1
1, 8640.1, 7364.1
1, 6451.7, 4663.8
1, 4607.1, 7020.8
1, 2905.8, 8022.7
1, 1741.6, 2035.5
1, 7710.7, 7767.0
1,  190.1,  806.9
1, 6579.0, 4962.5
1, 5164.3, 9377.4
1, 3106.9,  460.6
1, 5165.4, 9376.2
1, 8265.6, 9314.8
1, 3120.6, 4313.6
1, 8825.4,  721.7
1, 5701.2, 9146.6
1, 1879.6, 6588.4
1, 9824.6, 8994.9
1, 8373.7, 9300.5
1, 1894.4, 1926.4
1, 8412.3, 7833.7
1, 1646.4, 9182.0
1, 8903.8, 9291.0
1, 3948.2, 2569.5
1, 1743.7, 5100.4
1, 9019.3, 5855.4
1, 1159.4, 8048.2
1, 1620.2, 8866.4
1, 5303.8, 5599.2
1, 5194.5, 5977.2
1, 1155.5, 8045.9
1, 5477.2, 6693.2
1, 9454.8, 7750.5
1, 1159.6, 6742.8
1, 4902.1, 2540.3
1, 1652.2, 3901.9
1, 9156.9, 1404.6
1, 3460.9, 7222.4
1, 8951.8, 6761.5
1, 8373.0, 9307.9
1,  260.9, 7715.9
1, 2450.7,  502.3
1, 5336.4, 7909.4
1, 6510.7, 7431.1
1, 3160.4, 6473.5
1, 6286.5, 5277.2
1,  528.4, 5257.2
1, 8186.4, 4342.5
1, 1305.3, 3179.1
1, 3955.5, 6070.3
1, 4135.2, 6356.6
1, 2819.7, 5593.9
1, 4899.1, 9696.8
1, 5923.2, 1671.6
1, 9002.7, 4980.7
1,  767.3, 1908.8
1, 7431.6, 6792.4
1, 9493.7, 8377.9
1, 1079.5, 3171.2
1, 5703.6, 9145.5
1, 6628.1, 5160.5
1, 3606.7, 2485.5
1, 6579.8, 3791.4
1,  630.2, 1615.5
1, 3377.8, 9827.1
1, 9247.5, 2074.1
1, 5220.0, 7894.2
1, 3384.5, 6016.5
1, 5089.8, 7192.8
1, 9269.9, 2996.3
1, 5641.5, 1798.4
1, 7422.9, 6791.2
1, 1342.2, 2992.2
1,  422.9, 1764.2
1, 6164.8,  564.1
1, 8943.2,  227.3
1, 7918.9, 3444.4
1, 1636.3, 4266.1
1, 3022.5, 7109.4
1, 1894.1, 8586.5
1, 4303.8, 1228.1
1, 2805.2, 3903.2
1, 2803.5,  542.3
1,  854.6, 7938.1
1, 6061.2, 2793.6
1, 3526.0, 6535.3
1, 7818.1, 8740.8
1, 2821.0, 9110.8
1, 8644.9, 7366.7
1,  975.6, 1849.3
1, 3269.7, 2242.0
1, 2027.8, 7784.9
1, 3953.4, 3995.1
1, 2368.8, 4547.8
1, 3041.4, 4320.8
1, 2858.6, 8217.0
1, 7195.3, 8899.8
1, 6961.9, 8791.2
1,  180.1, 5618.9
1, 5112.9, 2978.1
1, 6559.8, 6030.9
1, 2271.6, 7911.3
1, 3283.8, 1593.1
1, 6932.2, 9954.2
1, 1520.5, 6626.6
1, 1574.4, 7661.2
1, 9731.3,  992.0
1, 3379.5, 4052.7
1, 9493.8, 8375.9
1,  925.4, 1955.7
1, 4213.0, 7663.6
1,  287.0, 8073.9
1, 6815.3,  628.9
1, 1575.9, 7653.3
1,  827.1, 2411.3
1, 4569.1, 6051.1
1, 2807.7,  543.0
1, 8884.1, 2842.0
1, 7915.7, 4643.8
1,  381.5, 4568.8
1, 2820.7,  963.6
1, 5788.3, 3357.2
1, 6038.8, 3956.0
1, 7427.0, 6794.6
1, 3722.8, 8164.5
1, 6640.6, 6322.8
1, 4761.3, 4624.7
1, 8623.0, 6716.2
1, 8181.2, 4344.2
1, 6419.1, 8035.8
1,  335.8, 4775.9
1, 4272.7, 6879.5
1, 4744.4, 3902.8
1, 7406.5, 4256.3
1,  330.8, 4528.4
1, 9666.5, 6739.2
1, 7380.1, 5949.9
1, 5840.9, 3417.4
1, 8723.1, 4447.3
1, 1642.6, 8016.2
1, 1262.6,  613.3
1, 8166.1, 7740.9
1, 4967.7, 4334.1
1,  194.0,  806.7
1, 6240.9, 6340.8
1, 7591.4,  348.7
1, 8304.2,  498.6
1, 7271.0, 5621.8
1, 6446.6, 8361.2
1, 6146.6, 5106.6
1,  130.1, 9671.5
1, 6552.2, 8576.1
1, 3258.0, 2243.1
1, 7980.8, 6927.6
1, 1270.2, 4234.7
